file_num,sim_number,cluster_size,overlap_vol,not_added_nodes
1,2,10,1.470129e-01,0
1,2,15,4.170652e-01,0
1,2,20,1.135162e+00,0
1,2,25,1.298263e+00,0
1,2,30,1.643327e+00,0
1,2,35,3.604240e+00,0
1,2,40,4.506177e+00,0
1,2,45,5.265639e+00,0
1,2,50,6.041359e+00,0
1,2,55,7.259081e+00,0
1,2,60,7.419547e+00,0
1,2,65,7.647418e+00,0
1,2,70,7.936662e+00,0
1,2,75,9.405514e+00,0
1,2,80,1.153516e+01,0
1,2,85,1.155262e+01,0
1,2,90,1.287127e+01,0
1,2,95,1.289473e+01,0
1,2,100,1.549474e+01,0
1,2,105,1.618153e+01,0
1,2,110,1.704181e+01,0
1,2,115,2.044818e+01,0
1,2,120,2.097466e+01,0
1,2,125,2.189280e+01,0
1,2,130,2.302870e+01,0
1,2,135,2.458881e+01,0
1,2,140,2.534247e+01,0
1,2,145,2.663548e+01,0
1,2,150,2.681606e+01,0
1,2,155,2.827377e+01,0
1,2,160,2.933753e+01,0
1,2,165,3.029996e+01,0
1,2,170,3.137011e+01,0
1,2,175,3.363727e+01,0
1,2,180,3.465407e+01,0
1,2,185,3.659219e+01,0
1,2,190,4.001347e+01,0
1,2,195,4.198215e+01,0
1,2,200,4.254406e+01,0
1,2,205,4.405135e+01,0
1,2,210,4.600651e+01,0
1,2,215,4.663836e+01,0
1,2,220,4.697475e+01,0
1,2,225,5.018930e+01,0
1,2,230,5.263878e+01,0
1,2,235,5.558088e+01,0
1,2,240,5.684087e+01,0
1,2,245,6.176385e+01,0
1,2,250,6.341298e+01,0
1,2,255,6.550211e+01,0
1,2,260,7.124320e+01,0
1,2,265,7.392955e+01,0
1,2,270,7.706587e+01,0
1,2,275,7.910888e+01,0
1,2,280,8.064510e+01,0
1,2,285,8.197848e+01,0
1,2,290,8.240053e+01,0
1,2,295,8.443016e+01,0
1,2,300,8.560588e+01,0
1,2,305,8.675694e+01,0
1,2,310,8.776183e+01,0
1,2,315,9.074272e+01,0
1,2,320,9.249216e+01,0
1,2,325,9.578203e+01,0
1,2,330,9.853677e+01,0
1,2,335,1.028436e+02,0
1,2,340,1.052885e+02,0
1,2,345,1.066957e+02,0
1,2,350,1.086083e+02,0
1,2,355,1.133124e+02,0
1,2,360,1.160573e+02,0
1,2,365,1.181995e+02,0
1,2,370,1.195985e+02,0
1,2,375,1.210948e+02,0
1,2,380,1.235607e+02,0
1,2,385,1.268287e+02,0
1,2,390,1.320306e+02,0
1,2,395,1.338897e+02,0
1,2,400,1.350741e+02,0
1,2,405,1.363393e+02,0
1,2,410,1.403453e+02,0
1,2,415,1.416025e+02,0
1,2,420,1.448716e+02,0
1,2,425,1.459357e+02,0
1,2,430,1.482339e+02,0
1,2,435,1.517127e+02,0
1,2,440,1.537969e+02,0
1,2,445,1.565315e+02,0
1,2,450,1.595451e+02,0
1,2,455,1.604984e+02,0
1,2,460,1.660832e+02,0
1,2,465,1.668817e+02,0
1,2,470,1.711903e+02,0
1,2,475,1.736944e+02,0
1,2,480,1.807795e+02,0
1,2,485,1.824772e+02,0
1,2,490,1.862210e+02,0
1,2,495,1.866022e+02,0
1,2,500,1.884331e+02,0
1,3,5,1.729244e-01,0
1,3,10,4.130359e-01,0
1,3,15,4.840084e-01,0
1,3,20,5.277521e-01,0
1,3,25,6.575073e-01,0
1,3,30,8.635564e-01,0
1,3,35,9.089104e-01,0
1,3,40,1.416876e+00,0
1,3,45,1.423435e+00,0
1,3,50,2.711644e+00,0
1,3,55,2.781752e+00,0
1,3,60,4.223567e+00,0
1,3,65,4.863268e+00,0
1,3,70,5.402280e+00,0
1,3,75,5.666433e+00,0
1,3,80,8.577551e+00,0
1,3,85,9.178752e+00,0
1,3,90,9.675438e+00,0
1,3,95,1.061594e+01,0
1,3,100,1.138357e+01,0
1,3,105,1.191024e+01,0
1,3,110,1.466634e+01,0
1,3,115,1.484246e+01,0
1,3,120,1.554417e+01,0
1,3,125,1.688153e+01,0
1,3,130,1.840131e+01,0
1,3,135,1.874266e+01,0
1,3,140,1.949151e+01,0
1,3,145,2.145726e+01,0
1,3,150,2.266891e+01,0
1,3,155,2.351304e+01,0
1,3,160,2.445236e+01,0
1,3,165,2.454915e+01,0
1,3,170,2.640591e+01,0
1,3,175,2.692798e+01,0
1,3,180,2.803935e+01,0
1,3,185,3.138085e+01,0
1,3,190,3.261768e+01,0
1,3,195,3.321787e+01,0
1,3,200,3.392684e+01,0
1,3,205,3.424030e+01,0
1,3,210,3.621500e+01,0
1,3,215,3.828306e+01,0
1,3,220,3.972589e+01,0
1,3,225,3.992424e+01,0
1,3,230,4.096544e+01,0
1,3,235,4.592302e+01,0
1,3,240,4.637650e+01,0
1,3,245,4.923386e+01,0
1,3,250,5.584904e+01,0
1,3,255,5.790531e+01,0
1,3,260,5.981907e+01,0
1,3,265,6.161584e+01,0
1,3,270,6.394418e+01,0
1,3,275,6.433175e+01,0
1,3,280,6.610741e+01,0
1,3,285,6.891660e+01,0
1,3,290,7.096339e+01,0
1,3,295,7.221082e+01,0
1,3,300,7.579610e+01,0
1,3,305,7.612838e+01,0
1,3,310,7.706188e+01,0
1,3,315,7.908599e+01,0
1,3,320,8.356955e+01,0
1,3,325,8.878475e+01,0
