"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
15,13,"petite","second-15min",534,4324,72343,943116,4858,1015459,37,402,5565,94475,439,100040,"Equal Growth Rates"
15,14,"petite","second-15min",461,4365,61741,943679,4826,1005420,25,420,3900,96142,445,100042,"Equal Growth Rates"
15,15,"petite","second-15min",279,4495,38702,969318,4774,1008020,16,423,2486,97615,439,100101,"Equal Growth Rates"
15,16,"petite","second-15min",169,4566,22975,989943,4735,1012918,11,440,1893,98502,451,100395,"Equal Growth Rates"
15,17,"petite","second-15min",134,4590,17291,995318,4724,1012609,11,429,1301,98860,440,100161,"Equal Growth Rates"
15,18,"petite","second-15min",85,4607,11276,1007124,4692,1018400,5,420,706,99422,425,100128,"Equal Growth Rates"
15,19,"petite","second-15min",61,4618,8996,1000975,4679,1009971,4,413,553,99616,417,100169,"Equal Growth Rates"
15,20,"petite","second-15min",44,4628,6142,1006282,4672,1012424,3,445,461,99551,448,100012,"Equal Growth Rates"
15,21,"petite","second-15min",39,4624,5293,1000893,4663,1006186,5,445,671,99395,450,100066,"Equal Growth Rates"
15,22,"petite","second-15min",39,4629,5522,998577,4668,1004099,5,440,848,99517,445,100365,"Equal Growth Rates"
15,23,"petite","second-15min",82,4621,10648,1001129,4703,1011777,4,436,589,99536,440,100125,"Equal Growth Rates"
15,24,"petite","second-15min",45,4611,5984,1011598,4656,1017582,2,443,319,99897,445,100216,"Equal Growth Rates"
15,25,"petite","second-15min",18,4652,2860,1015985,4670,1018845,3,427,520,99707,430,100227,"Equal Growth Rates"
15,26,"petite","second-15min",37,4635,5426,1010369,4672,1015795,1,419,125,99989,420,100114,"Equal Growth Rates"
15,27,"petite","second-15min",12,4633,1356,1014483,4645,1015839,1,421,106,100482,422,100588,"Equal Growth Rates"
15,28,"petite","second-15min",9,4677,1611,1020321,4686,1021932,1,426,246,100124,427,100370,"Equal Growth Rates"
41,1,"petite","second-15min",3881,2242,518104,485594,6123,1003698,318,239,44841,55193,557,100034,"Equal Growth Rates"
41,2,"petite","second-15min",3408,2483,460235,542447,5891,1002682,262,268,37227,62842,530,100069,"Equal Growth Rates"
41,3,"petite","second-15min",2766,2912,378044,626525,5678,1004569,222,294,33043,66979,516,100022,"Equal Growth Rates"
41,4,"petite","second-15min",2515,3035,335407,656143,5550,991550,191,310,26580,73666,501,100246,"Equal Growth Rates"
41,5,"petite","second-15min",2013,3458,277923,754674,5471,1032597,138,340,21142,78870,478,100012,"Equal Growth Rates"
41,6,"petite","second-15min",1606,3716,217670,802126,5322,1019796,116,371,16152,83871,487,100023,"Equal Growth Rates"
41,7,"petite","second-15min",1310,3826,181358,829031,5136,1010389,94,372,14098,85991,466,100089,"Equal Growth Rates"
41,8,"petite","second-15min",1091,3992,147719,867563,5083,1015282,68,385,8994,91403,453,100397,"Equal Growth Rates"
41,9,"petite","second-15min",675,4268,90943,928834,4943,1019777,44,409,6482,93635,453,100117,"Equal Growth Rates"
41,10,"petite","second-15min",499,4368,67217,950815,4867,1018032,35,406,5583,94626,441,100209,"Equal Growth Rates"
41,11,"petite","second-15min",410,4425,57393,960210,4835,1017603,25,427,3952,96259,452,100211,"Equal Growth Rates"
41,12,"petite","second-15min",332,4451,44974,975111,4783,1020085,14,432,1687,98514,446,100201,"Equal Growth Rates"
41,13,"petite","second-15min",124,4584,16585,997177,4708,1013762,10,424,1464,98558,434,100022,"Equal Growth Rates"
41,14,"petite","second-15min",125,4572,16424,989328,4697,1005752,8,436,1034,99013,444,100047,"Equal Growth Rates"
41,15,"petite","second-15min",84,4621,11213,995326,4705,1006539,8,430,1137,99011,438,100148,"Equal Growth Rates"
41,16,"petite","second-15min",100,4592,13520,1012381,4692,1025901,7,424,967,99501,431,100468,"Equal Growth Rates"
41,17,"petite","second-15min",99,4594,13867,1001698,4693,1015565,7,436,996,99161,443,100157,"Equal Growth Rates"
41,18,"petite","second-15min",75,4623,10101,998321,4698,1008422,8,435,1101,99016,443,100117,"Equal Growth Rates"
41,19,"petite","second-15min",102,4593,13181,1003662,4695,1016843,8,430,1400,98665,438,100065,"Equal Growth Rates"
41,20,"petite","second-15min",103,4592,14731,1004346,4695,1019077,6,424,679,99601,430,100280,"Equal Growth Rates"
41,21,"petite","second-15min",55,4616,8240,1003587,4671,1011827,1,436,101,100253,437,100354,"Equal Growth Rates"
46,1,"petite","second-15min",3877,2253,519386,487493,6130,1006879,318,237,45756,54248,555,100004,"Equal Growth Rates"
46,2,"petite","second-15min",3410,2520,463422,537661,5930,1001083,271,269,38516,61502,540,100018,"Equal Growth Rates"
46,3,"petite","second-15min",2949,2763,402533,598254,5712,1000787,210,296,32089,68190,506,100279,"Equal Growth Rates"
46,4,"petite","second-15min",2407,3105,325079,685997,5512,1011076,184,308,25937,74151,492,100088,"Equal Growth Rates"
46,5,"petite","second-15min",2026,3433,275102,737751,5459,1012853,150,350,21590,78490,500,100080,"Equal Growth Rates"
46,6,"petite","second-15min",1719,3608,231782,779248,5327,1011030,121,361,18128,82170,482,100298,"Equal Growth Rates"
46,7,"petite","second-15min",1415,3817,191246,832687,5232,1023933,88,374,12819,87234,462,100053,"Equal Growth Rates"
46,8,"petite","second-15min",995,4066,132112,884268,5061,1016380,71,395,9479,90550,466,100029,"Equal Growth Rates"
46,9,"petite","second-15min",728,4217,98345,920523,4945,1018868,55,391,8696,91505,446,100201,"Equal Growth Rates"
46,10,"petite","second-15min",657,4289,88458,934105,4946,1022563,41,418,6029,94247,459,100276,"Equal Growth Rates"
46,11,"petite","second-15min",463,4390,65351,951226,4853,1016577,40,409,6522,93480,449,100002,"Equal Growth Rates"
46,12,"petite","second-15min",514,4338,68448,942290,4852,1010738,26,408,3771,96386,434,100157,"Equal Growth Rates"
46,13,"petite","second-15min",250,4517,34425,979137,4767,1013562,13,414,1747,98349,427,100096,"Equal Growth Rates"
46,14,"petite","second-15min",132,4579,18058,989665,4711,1007723,9,423,1282,98979,432,100261,"Equal Growth Rates"
46,15,"petite","second-15min",95,4596,12437,1003198,4691,1015635,10,425,1512,98549,435,100061,"Equal Growth Rates"
46,16,"petite","second-15min",103,4617,13408,995521,4720,1008929,5,445,655,99413,450,100068,"Equal Growth Rates"
48,1,"petite","second-15min",3842,2289,510996,505305,6131,1016301,300,243,43442,56622,543,100064,"Equal Growth Rates"
48,2,"petite","second-15min",3295,2562,445672,549463,5857,995135,236,283,34883,65239,519,100122,"Equal Growth Rates"
48,3,"petite","second-15min",2585,3020,349688,655294,5605,1004982,181,315,26513,73600,496,100113,"Equal Growth Rates"
48,4,"petite","second-15min",2087,3390,287668,728154,5477,1015822,161,343,23717,76305,504,100022,"Equal Growth Rates"
48,5,"petite","second-15min",1837,3563,253447,766827,5400,1020274,135,348,20141,80106,483,100247,"Equal Growth Rates"
48,6,"petite","second-15min",1581,3719,216340,812586,5300,1028926,94,379,14142,85919,473,100061,"Equal Growth Rates"
48,7,"petite","second-15min",1132,3953,153118,860741,5085,1013859,78,381,11840,88295,459,100135,"Equal Growth Rates"
48,8,"petite","second-15min",927,4106,127833,881909,5033,1009742,66,393,9255,90866,459,100121,"Equal Growth Rates"
48,9,"petite","second-15min",740,4204,100303,915183,4944,1015486,50,402,7540,92770,452,100310,"Equal Growth Rates"
48,10,"petite","second-15min",584,4317,79819,940188,4901,1020007,43,398,6167,94013,441,100180,"Equal Growth Rates"
48,11,"petite","second-15min",519,4355,68329,939563,4874,1007892,39,397,6182,93954,436,100136,"Equal Growth Rates"
48,12,"petite","second-15min",524,4341,71188,944513,4865,1015701,36,423,5417,94678,459,100095,"Equal Growth Rates"
33,1,"petite","second-15min",3877,2253,517228,481884,6130,999112,323,229,45462,54749,552,100211,"Equal Growth Rates"
33,2,"petite","second-15min",3449,2465,466191,534955,5914,1001146,285,247,43392,56683,532,100075,"Equal Growth Rates"
33,3,"petite","second-15min",3268,2611,439434,568888,5879,1008322,231,291,33381,66696,522,100077,"Equal Growth Rates"
33,4,"petite","second-15min",2550,3000,344089,646033,5550,990122,171,326,24124,76051,497,100175,"Equal Growth Rates"
33,5,"petite","second-15min",1897,3505,257251,760116,5402,1017367,149,342,21500,78587,491,100087,"Equal Growth Rates"
33,6,"petite","second-15min",1701,3628,234389,781850,5329,1016239,149,342,21729,78271,491,100000,"Equal Growth Rates"
33,7,"petite","second-15min",1666,3652,227019,794945,5318,1021964,126,359,18655,81451,485,100106,"Equal Growth Rates"
33,8,"petite","second-15min",1442,3789,194162,816524,5231,1010686,104,371,15494,84522,475,100016,"Equal Growth Rates"
33,9,"petite","second-15min",1172,3939,158840,862933,5111,1021773,81,388,12290,87936,469,100226,"Equal Growth Rates"
33,10,"petite","second-15min",978,4080,134831,880201,5058,1015032,57,395,8761,91253,452,100014,"Equal Growth Rates"
33,11,"petite","second-15min",680,4265,91924,925752,4945,1017676,48,407,7237,92971,455,100208,"Equal Growth Rates"
33,12,"petite","second-15min",552,4317,75035,941938,4869,1016973,29,425,4133,96196,454,100329,"Equal Growth Rates"
33,13,"petite","second-15min",346,4444,48509,963596,4790,1012105,19,419,2858,97200,438,100058,"Equal Growth Rates"
33,14,"petite","second-15min",248,4497,33713,970371,4745,1004084,12,425,1852,98316,437,100168,"Equal Growth Rates"
33,15,"petite","second-15min",144,4569,18681,995724,4713,1014405,15,416,2204,97922,431,100126,"Equal Growth Rates"
33,16,"petite","second-15min",152,4578,22107,988945,4730,1011052,7,435,1026,99048,442,100074,"Equal Growth Rates"
33,17,"petite","second-15min",76,4605,9892,998174,4681,1008066,8,432,1026,99100,440,100126,"Equal Growth Rates"
33,18,"petite","second-15min",80,4607,10960,1003687,4687,1014647,9,432,776,99570,441,100346,"Equal Growth Rates"
33,19,"petite","second-15min",58,4626,8143,1003249,4684,1011392,5,436,674,99885,441,100559,"Equal Growth Rates"
33,20,"petite","second-15min",39,4652,5448,1009839,4691,1015287,4,434,450,99820,438,100270,"Equal Growth Rates"
9,1,"petite","second-15min",3842,2304,509011,506240,6146,1015251,286,244,40990,59023,530,100013,"Equal Growth Rates"
9,2,"petite","second-15min",3082,2704,416441,585799,5786,1002240,243,285,34723,65280,528,100003,"Equal Growth Rates"
9,3,"petite","second-15min",2623,2968,355889,640986,5591,996875,215,300,31200,68997,515,100197,"Equal Growth Rates"
9,4,"petite","second-15min",2345,3159,320005,687545,5504,1007550,179,331,25234,74836,510,100070,"Equal Growth Rates"
9,5,"petite","second-15min",1943,3498,260632,757013,5441,1017645,161,337,22955,77160,498,100115,"Equal Growth Rates"
9,6,"petite","second-15min",1808,3559,244496,774545,5367,1019041,130,352,19028,81213,482,100241,"Equal Growth Rates"
9,7,"petite","second-15min",1502,3754,201073,809058,5256,1010131,118,364,17180,83064,482,100244,"Equal Growth Rates"
9,8,"petite","second-15min",1305,3885,177863,842492,5190,1020355,102,380,13416,86713,482,100129,"Equal Growth Rates"
9,9,"petite","second-15min",1069,4005,141843,867618,5074,1009461,72,397,10114,90000,469,100114,"Equal Growth Rates"
9,10,"petite","second-15min",762,4218,102600,903484,4980,1006084,65,417,8897,91291,482,100188,"Equal Growth Rates"
9,11,"petite","second-15min",714,4223,98892,913945,4937,1012837,45,404,6140,93954,449,100094,"Equal Growth Rates"
9,12,"petite","second-15min",494,4345,66745,952090,4839,1018835,46,402,7084,92948,448,100032,"Equal Growth Rates"
9,13,"petite","second-15min",533,4355,73335,939397,4888,1012732,27,427,3723,96379,454,100102,"Equal Growth Rates"
9,14,"petite","second-15min",294,4477,40088,960807,4771,1000895,24,410,3501,96658,434,100159,"Equal Growth Rates"
9,15,"petite","second-15min",248,4515,33875,981416,4763,1015291,14,419,1970,98222,433,100192,"Equal Growth Rates"
9,16,"petite","second-15min",140,4587,19326,991675,4727,1011001,14,425,1953,98397,439,100350,"Equal Growth Rates"
9,17,"petite","second-15min",149,4589,20523,994187,4738,1014710,10,432,1396,98823,442,100219,"Equal Growth Rates"
9,18,"petite","second-15min",106,4601,14882,985954,4707,1000836,15,434,2335,97673,449,100008,"Equal Growth Rates"
9,19,"petite","second-15min",183,4545,24602,989812,4728,1014414,18,415,2646,97471,433,100117,"Equal Growth Rates"
9,20,"petite","second-15min",193,4530,27032,979607,4723,1006639,9,427,1471,98847,436,100318,"Equal Growth Rates"
9,21,"petite","second-15min",117,4603,15048,995495,4720,1010543,7,420,1064,99014,427,100078,"Equal Growth Rates"
9,22,"petite","second-15min",82,4599,10699,999548,4681,1010247,10,419,1442,98672,429,100114,"Equal Growth Rates"
9,23,"petite","second-15min",115,4595,15088,993767,4710,1008855,10,423,1404,98596,433,100000,"Equal Growth Rates"
9,24,"petite","second-15min",99,4594,12864,1002879,4693,1015743,7,444,689,99330,451,100019,"Equal Growth Rates"
9,25,"petite","second-15min",47,4632,6414,997198,4679,1003612,2,425,335,99800,427,100135,"Equal Growth Rates"
9,26,"petite","second-15min",31,4643,4169,1005844,4674,1010013,1,436,220,99997,437,100217,"Equal Growth Rates"
9,27,"petite","second-15min",20,4638,2886,1004292,4658,1007178,1,433,168,99951,434,100119,"Equal Growth Rates"
9,28,"petite","second-15min",13,4653,1908,1011213,4666,1013121,1,427,147,99945,428,100092,"Equal Growth Rates"
34,1,"petite","second-15min",3830,2284,510181,496788,6114,1006969,273,241,41181,58909,514,100090,"Equal Growth Rates"
34,2,"petite","second-15min",3178,2612,426958,567248,5790,994206,243,275,35500,64689,518,100189,"Equal Growth Rates"
34,3,"petite","second-15min",2643,2996,356586,655468,5639,1012054,209,292,31344,68675,501,100019,"Equal Growth Rates"
34,4,"petite","second-15min",2440,3197,331180,690408,5637,1021588,187,316,27612,72523,503,100135,"Equal Growth Rates"
34,5,"petite","second-15min",2183,3330,295718,718779,5513,1014497,163,332,23231,76909,495,100140,"Equal Growth Rates"
34,6,"petite","second-15min",1820,3564,247285,780580,5384,1027865,125,362,18176,81979,487,100155,"Equal Growth Rates"
34,7,"petite","second-15min",1454,3782,197104,811009,5236,1008113,89,387,12283,87874,476,100157,"Equal Growth Rates"
34,8,"petite","second-15min",947,4103,128220,894121,5050,1022341,70,383,10522,89511,453,100033,"Equal Growth Rates"
34,9,"petite","second-15min",813,4163,113870,894932,4976,1008802,51,414,7076,93173,465,100249,"Equal Growth Rates"
34,10,"petite","second-15min",562,4320,73829,932825,4882,1006654,49,402,6654,93655,451,100309,"Equal Growth Rates"
34,11,"petite","second-15min",535,4325,73851,948402,4860,1022253,41,397,6293,93918,438,100211,"Equal Growth Rates"
34,12,"petite","second-15min",506,4351,69242,948853,4857,1018095,48,401,7185,93040,449,100225,"Equal Growth Rates"
34,13,"petite","second-15min",540,4363,72343,935803,4903,1008146,40,417,6438,93915,457,100353,"Equal Growth Rates"
34,14,"petite","second-15min",477,4375,64353,952229,4852,1016582,45,407,6522,93521,452,100043,"Equal Growth Rates"
34,15,"petite","second-15min",484,4366,64915,948631,4850,1013546,40,400,5179,95131,440,100310,"Equal Growth Rates"
34,16,"petite","second-15min",447,4373,59480,946795,4820,1006275,36,416,5256,94752,452,100008,"Equal Growth Rates"
34,17,"petite","second-15min",396,4406,52702,959060,4802,1011762,31,410,4030,96196,441,100226,"Equal Growth Rates"
34,18,"petite","second-15min",315,4464,41846,974862,4779,1016708,25,417,3157,96960,442,100117,"Equal Growth Rates"
34,19,"petite","second-15min",253,4503,33563,976340,4756,1009903,20,403,2680,97553,423,100233,"Equal Growth Rates"
34,20,"petite","second-15min",210,4537,28076,978184,4747,1006260,14,417,1898,98235,431,100133,"Equal Growth Rates"
34,21,"petite","second-15min",146,4568,20501,1000674,4714,1021175,7,422,1106,99067,429,100173,"Equal Growth Rates"
34,22,"petite","second-15min",83,4594,10990,997580,4677,1008570,6,441,1068,99048,447,100116,"Equal Growth Rates"
34,23,"petite","second-15min",89,4610,12033,1001094,4699,1013127,3,417,413,99906,420,100319,"Equal Growth Rates"
34,24,"petite","second-15min",29,4632,3732,1001196,4661,1004928,1,426,98,99981,427,100079,"Equal Growth Rates"
34,25,"petite","second-15min",5,4665,578,996201,4670,996779,1,441,127,100298,442,100425,"Equal Growth Rates"
34,26,"petite","second-15min",9,4670,1325,1008313,4679,1009638,1,444,91,100266,445,100357,"Equal Growth Rates"
7,1,"petite","second-15min",3876,2244,521370,489226,6120,1010596,317,235,45933,54182,552,100115,"Equal Growth Rates"
7,2,"petite","second-15min",3486,2450,470731,531482,5936,1002213,273,261,40628,59396,534,100024,"Equal Growth Rates"
7,3,"petite","second-15min",3103,2656,430146,578546,5759,1008692,256,261,40357,59799,517,100156,"Equal Growth Rates"
7,4,"petite","second-15min",3066,2708,408111,592464,5774,1000575,230,302,33248,67117,532,100365,"Equal Growth Rates"
7,5,"petite","second-15min",2502,3063,338474,667238,5565,1005712,183,319,27646,72538,502,100184,"Equal Growth Rates"
7,6,"petite","second-15min",2175,3352,291086,726552,5527,1017638,154,335,22923,77170,489,100093,"Equal Growth Rates"
7,7,"petite","second-15min",1821,3552,247124,774436,5373,1021560,144,335,21128,78891,479,100019,"Equal Growth Rates"
7,8,"petite","second-15min",1637,3656,224697,793454,5293,1018151,126,347,19547,80453,473,100000,"Equal Growth Rates"
7,9,"petite","second-15min",1528,3731,211539,800107,5259,1011646,118,364,16905,83155,482,100060,"Equal Growth Rates"
7,10,"petite","second-15min",1295,3889,174499,840367,5184,1014866,87,390,11527,88545,477,100072,"Equal Growth Rates"
7,11,"petite","second-15min",914,4106,121422,892251,5020,1013673,67,380,9722,90435,447,100157,"Equal Growth Rates"
7,12,"petite","second-15min",765,4187,103651,902181,4952,1005832,48,411,6954,93281,459,100235,"Equal Growth Rates"
7,13,"petite","second-15min",554,4326,73424,936738,4880,1010162,38,419,5053,94949,457,100002,"Equal Growth Rates"
7,14,"petite","second-15min",375,4428,51373,956027,4803,1007400,31,410,4376,95715,441,100091,"Equal Growth Rates"
7,15,"petite","second-15min",373,4412,50866,954452,4785,1005318,19,414,2829,97449,433,100278,"Equal Growth Rates"
7,16,"petite","second-15min",206,4544,27182,984132,4750,1011314,11,420,1517,98666,431,100183,"Equal Growth Rates"
7,17,"petite","second-15min",131,4563,16389,996572,4694,1012961,8,418,1048,99075,426,100123,"Equal Growth Rates"
7,18,"petite","second-15min",76,4597,10023,1001786,4673,1011809,4,422,543,99594,426,100137,"Equal Growth Rates"
7,19,"petite","second-15min",47,4615,6068,999766,4662,1005834,2,430,419,99728,432,100147,"Equal Growth Rates"
7,20,"petite","second-15min",37,4628,4905,1004299,4665,1009204,2,430,451,99874,432,100325,"Equal Growth Rates"
7,21,"petite","second-15min",35,4648,4527,1008746,4683,1013273,1,447,95,99923,448,100018,"Equal Growth Rates"
6,1,"petite","second-15min",3878,2251,523623,484447,6129,1008070,303,247,43230,56883,550,100113,"Equal Growth Rates"
6,2,"petite","second-15min",3220,2621,439727,566450,5841,1006177,252,286,36616,63547,538,100163,"Equal Growth Rates"
6,3,"petite","second-15min",2725,2904,374794,628587,5629,1003381,207,299,29831,70172,506,100003,"Equal Growth Rates"
6,4,"petite","second-15min",2264,3348,304093,715331,5612,1019424,169,345,23447,76765,514,100212,"Equal Growth Rates"
6,5,"petite","second-15min",1867,3550,252357,767518,5417,1019875,112,351,16094,83953,463,100047,"Equal Growth Rates"
6,6,"petite","second-15min",1220,3937,167689,852571,5157,1020260,92,373,12752,87299,465,100051,"Equal Growth Rates"
6,7,"petite","second-15min",980,4069,134606,881020,5049,1015626,55,397,8837,91292,452,100129,"Equal Growth Rates"
6,8,"petite","second-15min",677,4247,93016,920849,4924,1013865,49,404,7555,92552,453,100107,"Equal Growth Rates"
6,9,"petite","second-15min",575,4311,79062,933382,4886,1012444,36,405,6387,94188,441,100575,"Equal Growth Rates"
6,10,"petite","second-15min",500,4359,69014,945266,4859,1014280,32,418,4219,95889,450,100108,"Equal Growth Rates"
6,11,"petite","second-15min",310,4478,42886,970301,4788,1013187,21,433,3144,97015,454,100159,"Equal Growth Rates"
6,12,"petite","second-15min",248,4499,33290,977324,4747,1010614,13,426,1390,98661,439,100051,"Equal Growth Rates"
6,13,"petite","second-15min",103,4597,13574,986998,4700,1000572,3,426,343,99802,429,100145,"Equal Growth Rates"
1,1,"petite","second-15min",3857,2279,518219,498428,6136,1016647,314,243,44137,56230,557,100367,"Equal Growth Rates"
1,2,"petite","second-15min",3308,2582,445554,566402,5890,1011956,264,265,38062,62020,529,100082,"Equal Growth Rates"
1,3,"petite","second-15min",2899,2782,394431,613467,5681,1007898,241,302,33900,66183,543,100083,"Equal Growth Rates"
1,4,"petite","second-15min",2591,2969,347739,653759,5560,1001498,194,299,28482,71660,493,100142,"Equal Growth Rates"
1,5,"petite","second-15min",2207,3328,295044,729426,5535,1024470,155,339,22437,77720,494,100157,"Equal Growth Rates"
1,6,"petite","second-15min",1757,3591,236175,780168,5348,1016343,128,358,17694,82327,486,100021,"Equal Growth Rates"
1,7,"petite","second-15min",1375,3828,189229,828373,5203,1017602,89,385,12668,87399,474,100067,"Equal Growth Rates"
1,8,"petite","second-15min",982,4082,131801,878629,5064,1010430,66,400,8945,91237,466,100182,"Equal Growth Rates"
1,9,"petite","second-15min",661,4289,87261,925390,4950,1012651,41,417,5626,94643,458,100269,"Equal Growth Rates"
1,10,"petite","second-15min",416,4420,56575,956282,4836,1012857,22,404,3295,96847,426,100142,"Equal Growth Rates"
1,11,"petite","second-15min",239,4527,31430,981849,4766,1013279,17,419,2253,97899,436,100152,"Equal Growth Rates"
1,12,"petite","second-15min",180,4554,24985,980850,4734,1005835,9,430,1397,98613,439,100010,"Equal Growth Rates"
1,13,"petite","second-15min",104,4599,12954,999290,4703,1012244,13,425,1695,98358,438,100053,"Equal Growth Rates"
1,14,"petite","second-15min",131,4572,17762,991041,4703,1008803,15,422,2375,97777,437,100152,"Equal Growth Rates"
1,15,"petite","second-15min",206,4546,28334,983557,4752,1011891,12,428,1880,98321,440,100201,"Equal Growth Rates"
1,16,"petite","second-15min",145,4561,20311,981447,4706,1001758,13,425,1950,98576,438,100526,"Equal Growth Rates"
1,17,"petite","second-15min",170,4591,22212,985831,4761,1008043,12,431,1868,98439,443,100307,"Equal Growth Rates"
1,18,"petite","second-15min",125,4591,17088,1004069,4716,1021157,5,430,689,99316,435,100005,"Equal Growth Rates"
1,19,"petite","second-15min",49,4623,7157,1011940,4672,1019097,3,417,433,99874,420,100307,"Equal Growth Rates"
1,20,"petite","second-15min",32,4646,3788,1009436,4678,1013224,1,432,129,100101,433,100230,"Equal Growth Rates"
8,1,"petite","second-15min",3878,2247,524280,488319,6125,1012599,295,251,42719,57464,546,100183,"Equal Growth Rates"
8,2,"petite","second-15min",3226,2614,438652,566153,5840,1004805,243,284,36254,63769,527,100023,"Equal Growth Rates"
8,3,"petite","second-15min",2752,2875,372312,624286,5627,996598,199,307,29764,70600,506,100364,"Equal Growth Rates"
8,4,"petite","second-15min",2249,3218,306532,693670,5467,1000202,180,319,27050,73029,499,100079,"Equal Growth Rates"
8,5,"petite","second-15min",2146,3356,289456,726807,5502,1016263,133,348,20244,80014,481,100258,"Equal Growth Rates"
8,6,"petite","second-15min",1530,3768,207283,817382,5298,1024665,122,364,17155,82992,486,100147,"Equal Growth Rates"
8,7,"petite","second-15min",1321,3896,179502,842546,5217,1022048,87,396,12263,87833,483,100096,"Equal Growth Rates"
8,8,"petite","second-15min",938,4084,125525,888039,5022,1013564,64,397,9651,90549,461,100200,"Equal Growth Rates"
8,9,"petite","second-15min",771,4203,104677,910570,4974,1015247,51,408,7736,92417,459,100153,"Equal Growth Rates"
8,10,"petite","second-15min",546,4360,73518,941471,4906,1014989,41,419,6129,94108,460,100237,"Equal Growth Rates"
8,11,"petite","second-15min",472,4382,63537,961632,4854,1025169,33,406,4920,95368,439,100288,"Equal Growth Rates"
8,12,"petite","second-15min",397,4401,54030,967604,4798,1021634,24,412,3249,96914,436,100163,"Equal Growth Rates"
8,13,"petite","second-15min",260,4493,34302,975443,4753,1009745,15,420,1959,98089,435,100048,"Equal Growth Rates"
8,14,"petite","second-15min",144,4558,20190,991744,4702,1011934,10,409,1120,99216,419,100336,"Equal Growth Rates"
8,15,"petite","second-15min",90,4596,12350,1005020,4686,1017370,3,430,476,99785,433,100261,"Equal Growth Rates"
8,16,"petite","second-15min",39,4621,5183,1006669,4660,1011852,1,429,246,99848,430,100094,"Equal Growth Rates"
8,17,"petite","second-15min",24,4628,3099,1001175,4652,1004274,1,443,116,100078,444,100194,"Equal Growth Rates"
35,1,"petite","second-15min",3892,2239,517507,488266,6131,1005773,295,246,41858,58223,541,100081,"Equal Growth Rates"
35,2,"petite","second-15min",3134,2669,430436,580283,5803,1010719,232,273,34563,65540,505,100103,"Equal Growth Rates"
35,3,"petite","second-15min",2595,2983,352914,644492,5578,997406,213,309,30427,69930,522,100357,"Equal Growth Rates"
35,4,"petite","second-15min",2311,3187,311589,688628,5498,1000217,161,327,23350,76708,488,100058,"Equal Growth Rates"
35,5,"petite","second-15min",1802,3579,240552,776581,5381,1017133,112,373,15295,84796,485,100091,"Equal Growth Rates"
35,6,"petite","second-15min",1193,3945,160761,859596,5138,1020357,86,374,11607,88825,460,100432,"Equal Growth Rates"
35,7,"petite","second-15min",880,4159,117741,901778,5039,1019519,58,398,8745,91323,456,100068,"Equal Growth Rates"
35,8,"petite","second-15min",708,4232,96061,915812,4940,1011873,44,406,6799,93226,450,100025,"Equal Growth Rates"
35,9,"petite","second-15min",584,4293,79761,925068,4877,1004829,47,404,6696,93599,451,100295,"Equal Growth Rates"
35,10,"petite","second-15min",523,4351,70593,936545,4874,1007138,38,409,5233,94991,447,100224,"Equal Growth Rates"
35,11,"petite","second-15min",402,4415,56716,950107,4817,1006823,27,425,3838,96167,452,100005,"Equal Growth Rates"
35,12,"petite","second-15min",311,4468,42848,958469,4779,1001317,21,432,2832,97212,453,100044,"Equal Growth Rates"
35,13,"petite","second-15min",228,4521,30224,980338,4749,1010562,15,432,1802,98361,447,100163,"Equal Growth Rates"
35,14,"petite","second-15min",141,4571,20170,993129,4712,1013299,10,434,1481,98523,444,100004,"Equal Growth Rates"
35,15,"petite","second-15min",110,4586,15500,999259,4696,1014759,6,432,822,99223,438,100045,"Equal Growth Rates"
35,16,"petite","second-15min",68,4599,8996,1005389,4667,1014385,5,431,744,99278,436,100022,"Equal Growth Rates"
35,17,"petite","second-15min",62,4597,7479,991085,4659,998564,2,449,170,99879,451,100049,"Equal Growth Rates"
35,18,"petite","second-15min",12,4634,1844,1009222,4646,1011066,1,429,308,99976,430,100284,"Equal Growth Rates"
32,1,"petite","second-15min",3834,2298,509774,497316,6132,1007090,301,240,42565,57629,541,100194,"Equal Growth Rates"
32,2,"petite","second-15min",3254,2577,436284,559674,5831,995958,267,270,37566,62687,537,100253,"Equal Growth Rates"
32,3,"petite","second-15min",2864,2837,390025,613901,5701,1003926,228,296,32438,67562,524,100000,"Equal Growth Rates"
32,4,"petite","second-15min",2484,3038,337537,661476,5522,999013,207,296,30474,69930,503,100404,"Equal Growth Rates"
32,5,"petite","second-15min",2364,3118,323241,675997,5482,999238,178,319,26894,73228,497,100122,"Equal Growth Rates"
32,6,"petite","second-15min",2113,3376,287564,735521,5489,1023085,160,331,23571,76592,491,100163,"Equal Growth Rates"
32,7,"petite","second-15min",1809,3593,241481,778505,5402,1019986,139,347,19404,80681,486,100085,"Equal Growth Rates"
32,8,"petite","second-15min",1514,3733,208239,808479,5247,1016718,107,374,15693,84484,481,100177,"Equal Growth Rates"
32,9,"petite","second-15min",1167,3996,158271,862396,5163,1020667,84,380,11749,88287,464,100036,"Equal Growth Rates"
