"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
1,3,"petite","second",150,569,15327,85782,719,101109,14,55,1526,8509,69,10035,"1mill"
1,4,"petite","second",101,598,10006,92958,699,102964,5,54,481,9552,59,10033,"1mill"
1,5,"petite","second",35,645,3177,97983,680,101160,2,60,182,10049,62,10231,"1mill"
8,1,"petite","second",386,418,37479,66639,804,104118,24,43,2741,7383,67,10124,"1mill"
8,2,"petite","second",189,539,19694,81485,728,101179,17,51,2371,7677,68,10048,"1mill"
8,3,"petite","second",188,531,19231,80776,719,100007,18,52,2211,7870,70,10081,"1mill"
8,4,"petite","second",148,579,14485,88143,727,102628,12,52,1242,8871,64,10113,"1mill"
8,5,"petite","second",86,603,8033,91209,689,99242,4,68,307,9861,72,10168,"1mill"
8,6,"petite","second",20,650,1898,100240,670,102138,2,60,128,9921,62,10049,"1mill"
8,7,"petite","second",8,664,822,99729,672,100551,1,67,155,9942,68,10097,"1mill"
35,1,"petite","second",375,418,36335,67199,793,103534,18,48,2037,8096,66,10133,"1mill"
35,2,"petite","second",159,552,15385,84501,711,99886,5,61,427,9621,66,10048,"1mill"
35,3,"petite","second",29,649,2566,99814,678,102380,1,61,63,9992,62,10055,"1mill"
35,4,"petite","second",7,656,648,98941,663,99589,1,61,88,10052,62,10140,"1mill"
32,1,"petite","second",395,406,38096,63086,801,101182,27,44,2465,7618,71,10083,"1mill"
32,2,"petite","second",166,550,16755,84397,716,101152,8,54,1090,8945,62,10035,"1mill"
32,3,"petite","second",66,611,6513,94501,677,101014,4,60,562,9569,64,10131,"1mill"
32,4,"petite","second",40,630,4187,95754,670,99941,3,63,316,9737,66,10053,"1mill"
32,5,"petite","second",21,645,2223,96105,666,98328,1,60,114,10095,61,10209,"1mill"
50,1,"petite","second",368,437,36212,67242,805,103454,27,41,3023,7106,68,10129,"1mill"
50,2,"petite","second",224,518,22627,80141,742,102768,12,58,1253,8762,70,10015,"1mill"
50,3,"petite","second",94,602,9331,91960,696,101291,4,55,406,9705,59,10111,"1mill"
50,4,"petite","second",27,639,3059,98037,666,101096,1,62,60,10081,63,10141,"1mill"
43,1,"petite","second",377,428,36045,66117,805,102162,22,42,2482,7554,64,10036,"1mill"
43,2,"petite","second",195,554,19600,82956,749,102556,13,53,1433,8593,66,10026,"1mill"
43,3,"petite","second",104,595,10746,89776,699,100522,9,55,1093,8941,64,10034,"1mill"
43,4,"petite","second",73,610,7914,95277,683,103191,4,61,287,9874,65,10161,"1mill"
43,5,"petite","second",22,648,2444,98655,670,101099,2,58,315,9844,60,10159,"1mill"
44,1,"petite","second",374,426,36079,66638,800,102717,25,45,2495,7617,70,10112,"1mill"
44,2,"petite","second",176,551,17980,83512,727,101492,11,52,1171,8831,63,10002,"1mill"
44,3,"petite","second",86,611,8484,93396,697,101880,8,54,972,9073,62,10045,"1mill"
44,4,"petite","second",65,619,6586,94359,684,100945,6,56,689,9312,62,10001,"1mill"
44,5,"petite","second",43,639,4293,98530,682,102823,4,57,469,9780,61,10249,"1mill"
44,6,"petite","second",28,651,2724,100081,679,102805,4,64,483,9736,68,10219,"1mill"
44,7,"petite","second",28,642,3327,95814,670,99141,3,63,305,9696,66,10001,"1mill"
44,8,"petite","second",19,641,2009,99630,660,101639,1,62,70,10053,63,10123,"1mill"
10,1,"petite","second",380,428,37611,65982,808,103593,29,44,3132,7020,73,10152,"1mill"
10,2,"petite","second",241,510,23590,78231,751,101821,15,45,1702,8381,60,10083,"1mill"
10,3,"petite","second",119,587,11206,91963,706,103169,5,55,579,9674,60,10253,"1mill"
10,4,"petite","second",46,637,4350,97782,683,102132,3,59,202,9878,62,10080,"1mill"
10,5,"petite","second",13,649,1269,98235,662,99504,3,54,318,9699,57,10017,"1mill"
10,6,"petite","second",26,654,2792,101381,680,104173,1,55,158,9948,56,10106,"1mill"
17,1,"petite","second",399,407,38730,62621,806,101351,30,45,3209,6833,75,10042,"1mill"
17,2,"petite","second",228,514,22053,76668,742,98721,16,55,1890,8201,71,10091,"1mill"
17,3,"petite","second",138,572,13258,87573,710,100831,10,56,1021,9271,66,10292,"1mill"
17,4,"petite","second",78,605,8294,91961,683,100255,3,57,399,9606,60,10005,"1mill"
17,5,"petite","second",29,654,2849,97451,683,100300,2,54,149,9928,56,10077,"1mill"
17,6,"petite","second",16,650,1463,98361,666,99824,4,56,432,9643,60,10075,"1mill"
17,7,"petite","second",26,659,2450,101631,685,104081,2,59,148,10088,61,10236,"1mill"
17,8,"petite","second",13,666,1576,101202,679,102778,1,61,126,9898,62,10024,"1mill"
28,1,"petite","second",392,411,37934,64445,803,102379,35,39,3587,6420,74,10007,"1mill"
28,2,"petite","second",270,480,27012,74812,750,101824,15,48,1661,8346,63,10007,"1mill"
28,3,"petite","second",104,590,10636,91619,694,102255,5,59,647,9431,64,10078,"1mill"
28,4,"petite","second",50,633,5357,95691,683,101048,2,63,98,10136,65,10234,"1mill"
21,1,"petite","second",372,428,36869,67160,800,104029,29,41,3197,6894,70,10091,"1mill"
21,2,"petite","second",225,508,22411,79467,733,101878,18,47,1867,8203,65,10070,"1mill"
21,3,"petite","second",132,570,13448,85727,702,99175,8,56,1007,9133,64,10140,"1mill"
21,4,"petite","second",69,616,6706,94717,685,101423,8,57,919,9390,65,10309,"1mill"
21,5,"petite","second",51,627,5289,95546,678,100835,5,59,577,9642,64,10219,"1mill"
26,1,"petite","second",355,434,35290,67306,789,102596,23,49,2407,7756,72,10163,"1mill"
26,2,"petite","second",179,552,18365,84811,731,103176,11,51,1108,8953,62,10061,"1mill"
26,3,"petite","second",71,610,6797,95195,681,101992,5,52,526,9477,57,10003,"1mill"
26,4,"petite","second",49,627,4552,96658,676,101210,2,58,141,9879,60,10020,"1mill"
26,5,"petite","second",16,646,1673,98375,662,100048,2,59,171,9985,61,10156,"1mill"
26,6,"petite","second",9,667,877,101573,676,102450,1,64,107,9893,65,10000,"1mill"
19,1,"petite","second",399,410,39584,65771,809,105355,29,40,3286,6773,69,10059,"1mill"
19,2,"petite","second",246,501,24032,77321,747,101353,21,44,2725,7301,65,10026,"1mill"
19,3,"petite","second",188,553,18398,82942,741,101340,14,48,1781,8311,62,10092,"1mill"
19,4,"petite","second",112,594,10729,92550,706,103279,6,57,592,9502,63,10094,"1mill"
19,5,"petite","second",46,639,4811,98234,685,103045,5,54,398,9727,59,10125,"1mill"
45,1,"petite","second",378,421,37035,67210,799,104245,27,45,2881,7185,72,10066,"1mill"
45,2,"petite","second",204,542,21318,82397,746,103715,12,55,1367,8739,67,10106,"1mill"
45,3,"petite","second",98,599,9256,90056,697,99312,7,63,635,9420,70,10055,"1mill"
45,4,"petite","second",40,653,4167,97284,693,101451,5,62,555,9554,67,10109,"1mill"
45,5,"petite","second",41,652,3600,101649,693,105249,3,59,258,9795,62,10053,"1mill"
42,1,"petite","second",384,428,38468,65581,812,104049,23,46,2292,7978,69,10270,"1mill"
42,2,"petite","second",146,573,13844,88472,719,102316,10,56,847,9377,66,10224,"1mill"
42,3,"petite","second",47,643,4480,99083,690,103563,2,62,237,9804,64,10041,"1mill"
42,4,"petite","second",18,650,1610,98687,668,100297,1,66,69,10021,67,10090,"1mill"
42,5,"petite","second",4,657,517,102881,661,103398,2,57,263,9753,59,10016,"1mill"
42,6,"petite","second",13,668,1637,101787,681,103424,1,59,132,9901,60,10033,"1mill"
42,7,"petite","second",15,650,1380,100635,665,102015,1,63,79,9947,64,10026,"1mill"
42,8,"petite","second",4,660,325,101334,664,101659,1,56,67,10049,57,10116,"1mill"
27,1,"petite","second",360,437,35929,65077,797,101006,25,49,2927,7138,74,10065,"1mill"
27,2,"petite","second",209,528,21537,80761,737,102298,17,55,1901,8139,72,10040,"1mill"
27,3,"petite","second",122,581,12323,88786,703,101109,4,59,539,9632,63,10171,"1mill"
18,1,"petite","second",400,415,39420,63364,815,102784,27,45,2827,7201,72,10028,"1mill"
18,2,"petite","second",187,556,18149,82597,743,100746,12,58,1053,9157,70,10210,"1mill"
18,3,"petite","second",91,605,9207,94241,696,103448,7,56,795,9308,63,10103,"1mill"
18,4,"petite","second",49,635,4617,98228,684,102845,2,60,212,9789,62,10001,"1mill"
18,5,"petite","second",21,655,2097,101624,676,103721,1,61,57,9984,62,10041,"1mill"
18,6,"petite","second",3,663,309,99348,666,99657,1,62,146,10135,63,10281,"1mill"
20,1,"petite","second",371,429,37470,65684,800,103154,37,37,4048,6010,74,10058,"1mill"
20,2,"petite","second",326,465,31354,68979,791,100333,20,47,2367,7676,67,10043,"1mill"
20,3,"petite","second",174,549,17593,82822,723,100415,17,55,1947,8224,72,10171,"1mill"
20,4,"petite","second",134,572,12792,88290,706,101082,7,53,690,9450,60,10140,"1mill"
20,5,"petite","second",49,647,4810,101053,696,105863,3,59,327,9774,62,10101,"1mill"
16,1,"petite","second",368,426,35755,67128,794,102883,18,45,1949,8294,63,10243,"1mill"
16,2,"petite","second",122,591,12487,90043,713,102530,15,54,1348,8839,69,10187,"1mill"
16,3,"petite","second",94,604,9402,92461,698,101863,3,59,202,9836,62,10038,"1mill"
16,4,"petite","second",8,652,752,100798,660,101550,1,60,166,10201,61,10367,"1mill"
16,5,"petite","second",14,652,1424,98829,666,100253,4,67,488,9520,71,10008,"1mill"
16,6,"petite","second",25,648,2478,100671,673,103149,1,59,117,9990,60,10107,"1mill"
29,1,"petite","second",393,418,38439,62386,811,100825,31,43,3176,6880,74,10056,"1mill"
29,2,"petite","second",253,494,24225,77503,747,101728,15,54,1671,8377,69,10048,"1mill"
29,3,"petite","second",102,600,9805,92794,702,102599,9,57,880,9182,66,10062,"1mill"
29,4,"petite","second",68,617,7140,94859,685,101999,6,58,781,9224,64,10005,"1mill"
29,5,"petite","second",53,635,5035,95290,688,100325,2,65,138,9887,67,10025,"1mill"
29,6,"petite","second",6,663,602,100812,669,101414,1,61,125,9941,62,10066,"1mill"
29,7,"petite","second",7,657,648,99865,664,100513,2,61,186,9967,63,10153,"1mill"
29,8,"petite","second",11,656,1164,100731,667,101895,2,60,203,9907,62,10110,"1mill"
29,9,"petite","second",12,654,1051,98223,666,99274,1,67,65,9947,68,10012,"1mill"
29,10,"petite","second",4,656,402,101239,660,101641,1,60,138,9915,61,10053,"1mill"
11,1,"petite","second",373,422,34857,64501,795,99358,40,40,4073,6055,80,10128,"1mill"
11,2,"petite","second",297,471,28584,71514,768,100098,23,47,2445,7567,70,10012,"1mill"
11,3,"petite","second",182,555,18098,82260,737,100358,12,56,1426,8601,68,10027,"1mill"
11,4,"petite","second",98,604,10193,92822,702,103015,5,57,577,9449,62,10026,"1mill"
11,5,"petite","second",49,638,4527,97423,687,101950,4,57,474,9585,61,10059,"1mill"
11,6,"petite","second",38,648,3660,99540,686,103200,3,60,249,9779,63,10028,"1mill"
11,7,"petite","second",13,653,1356,101135,666,102491,1,62,128,9924,63,10052,"1mill"
11,8,"petite","second",10,655,849,100380,665,101229,2,60,200,9839,62,10039,"1mill"
37,1,"petite","second",3736,4233,367838,646941,7969,1014779,303,416,31285,68722,719,100007,"10mill"
37,2,"petite","second",2225,5114,223327,784093,7339,1007420,160,496,17702,82427,656,100129,"10mill"
37,3,"petite","second",1255,5745,121934,880843,7000,1002777,90,549,9862,90695,639,100557,"10mill"
37,4,"petite","second",665,6163,65464,938452,6828,1003916,43,597,4707,95494,640,100201,"10mill"
37,5,"petite","second",320,6486,30700,989272,6806,1019972,23,612,1992,98224,635,100216,"10mill"
37,6,"petite","second",138,6498,13123,987874,6636,1000997,11,616,1015,99012,627,100027,"10mill"
37,7,"petite","second",66,6547,6091,993681,6613,999772,4,608,305,99742,612,100047,"10mill"
37,8,"petite","second",14,6602,1394,1002877,6616,1004271,2,614,144,99934,616,100078,"10mill"
30,1,"petite","second",3732,4223,363945,639799,7955,1003744,271,450,28316,71758,721,100074,"10mill"
30,2,"petite","second",2066,5307,205048,810931,7373,1015979,135,518,14514,85680,653,100194,"10mill"
30,3,"petite","second",928,6075,93656,916925,7003,1010581,81,562,9093,90975,643,100068,"10mill"
30,4,"petite","second",611,6168,60968,943819,6779,1004787,37,595,3515,96839,632,100354,"10mill"
30,5,"petite","second",249,6583,25376,1002369,6832,1027745,17,602,1712,98645,619,100357,"10mill"
30,6,"petite","second",104,6530,10575,991748,6634,1002323,8,610,941,99143,618,100084,"10mill"
30,7,"petite","second",64,6529,6613,992666,6593,999279,4,604,382,99711,608,100093,"10mill"
39,1,"petite","second",3733,4223,365184,644138,7956,1009322,283,432,29374,70755,715,100129,"10mill"
39,2,"petite","second",2066,5324,203849,811309,7390,1015158,155,498,16281,83818,653,100099,"10mill"
39,3,"petite","second",1073,5896,107325,898580,6969,1005905,82,530,9438,90586,612,100024,"10mill"
39,4,"petite","second",590,6201,59054,942374,6791,1001428,38,585,4003,96199,623,100202,"10mill"
39,5,"petite","second",278,6544,26841,994519,6822,1021360,13,608,1632,98448,621,100080,"10mill"
39,6,"petite","second",118,6503,11278,995541,6621,1006819,10,592,912,99135,602,100047,"10mill"
39,7,"petite","second",54,6552,5600,994172,6606,999772,3,620,267,99737,623,100004,"10mill"
4,1,"petite","second",3740,4194,366185,638835,7934,1005020,292,430,32117,67909,722,100026,"10mill"
4,2,"petite","second",2388,5211,235534,796611,7599,1032145,173,495,19192,80831,668,100023,"10mill"
4,3,"petite","second",1290,5885,127800,890427,7175,1018227,104,541,11005,89139,645,100144,"10mill"
4,4,"petite","second",749,6257,72704,959886,7006,1032590,50,575,5060,95021,625,100081,"10mill"
4,5,"petite","second",316,6494,30747,994650,6810,1025397,23,569,2468,97570,592,100038,"10mill"
4,6,"petite","second",159,6630,15010,1008609,6789,1023619,18,614,1435,98778,632,100213,"10mill"
4,7,"petite","second",96,6513,8671,999480,6609,1008151,4,609,461,99796,613,100257,"10mill"
4,8,"petite","second",27,6609,2190,1002209,6636,1004399,3,615,313,99797,618,100110,"10mill"
4,9,"petite","second",22,6600,2127,994684,6622,996811,1,629,36,100041,630,100077,"10mill"
3,1,"petite","second",3743,4214,365664,638727,7957,1004391,297,436,30943,69384,733,100327,"10mill"
3,2,"petite","second",2216,5195,215787,800660,7411,1016447,140,520,14581,85462,660,100043,"10mill"
3,3,"petite","second",1030,5937,103278,910268,6967,1013546,73,564,7701,92494,637,100195,"10mill"
3,4,"petite","second",493,6301,49458,959712,6794,1009170,40,587,4306,95763,627,100069,"10mill"
3,5,"petite","second",280,6507,27630,990320,6787,1017950,19,607,2423,97648,626,100071,"10mill"
3,6,"petite","second",175,6441,17802,979628,6616,997430,11,605,1244,98810,616,100054,"10mill"
3,7,"petite","second",88,6545,8279,991002,6633,999281,5,599,358,99839,604,100197,"10mill"
3,8,"petite","second",25,6577,2456,1005923,6602,1008379,3,613,198,99869,616,100067,"10mill"
2,1,"petite","second",3762,4169,367962,635714,7931,1003676,279,430,29080,71045,709,100125,"10mill"
2,2,"petite","second",2135,5254,211601,803839,7389,1015440,161,509,16764,83364,670,100128,"10mill"
2,3,"petite","second",1179,5809,115344,886429,6988,1001773,73,558,7496,92573,631,100069,"10mill"
2,4,"petite","second",530,6257,53395,951130,6787,1004525,30,597,3206,96873,627,100079,"10mill"
2,5,"petite","second",210,6596,20312,1009197,6806,1029509,19,592,1959,98151,611,100110,"10mill"
2,6,"petite","second",122,6494,11852,990558,6616,1002410,15,610,1423,98755,625,100178,"10mill"
2,7,"petite","second",91,6526,9263,996912,6617,1006175,5,599,767,99239,604,100006,"10mill"
2,8,"petite","second",57,6547,6279,994261,6604,1000540,6,631,678,99498,637,100176,"10mill"
2,9,"petite","second",49,6555,4788,995208,6604,999996,4,601,429,99586,605,100015,"10mill"
2,10,"petite","second",30,6570,2599,1005976,6600,1008575,3,626,230,99809,629,100039,"10mill"
2,11,"petite","second",19,6577,1922,1005276,6596,1007198,3,600,340,99881,603,100221,"10mill"
2,12,"petite","second",25,6594,2193,1003793,6619,1005986,3,599,372,99674,602,100046,"10mill"
2,13,"petite","second",31,6596,3225,997260,6627,1000485,3,629,329,99744,632,100073,"10mill"
38,1,"petite","second",3816,4147,374141,631147,7963,1005288,310,420,33281,66755,730,100036,"10mill"
38,2,"petite","second",2420,5141,239698,789441,7561,1029139,189,505,18905,81223,694,100128,"10mill"
38,3,"petite","second",1338,5859,131670,894036,7197,1025706,83,551,8631,91772,634,100403,"10mill"
38,4,"petite","second",583,6208,58066,941907,6791,999973,49,576,5001,95095,625,100096,"10mill"
38,5,"petite","second",298,6495,30703,994839,6793,1025542,18,579,1954,98208,597,100162,"10mill"
38,6,"petite","second",110,6485,10125,992478,6595,1002603,8,607,649,99519,615,100168,"10mill"
38,7,"petite","second",45,6587,4554,1003875,6632,1008429,1,612,81,99985,613,100066,"10mill"
38,8,"petite","second",5,6626,663,1007615,6631,1008278,1,602,106,100050,603,100156,"10mill"
5,1,"petite","second",3774,4167,373031,638801,7941,1011832,281,435,29217,70928,716,100145,"10mill"
5,2,"petite","second",2119,5274,209589,806203,7393,1015792,145,520,15426,84574,665,100000,"10mill"
5,3,"petite","second",1074,5916,103985,899125,6990,1003110,77,555,7873,92198,632,100071,"10mill"
5,4,"petite","second",538,6271,51587,961083,6809,1012670,40,580,4345,95791,620,100136,"10mill"
5,5,"petite","second",273,6521,26845,993439,6794,1020284,15,610,1549,98518,625,100067,"10mill"
5,6,"petite","second",119,6484,11560,988392,6603,999952,10,593,960,99104,603,100064,"10mill"
5,7,"petite","second",52,6568,5063,1006076,6620,1011139,3,604,253,100009,607,100262,"10mill"
31,1,"petite","second",3735,4216,366130,651570,7951,1017700,276,394,30717,69312,670,100029,"10mill"
31,2,"petite","second",2207,5172,217753,791404,7379,1009157,156,510,15879,84401,666,100280,"10mill"
31,3,"petite","second",1060,5960,104393,903398,7020,1007791,64,566,7136,92935,630,100071,"10mill"
31,4,"petite","second",469,6321,47271,958843,6790,1006114,34,584,3456,96590,618,100046,"10mill"
31,5,"petite","second",252,6547,24504,997684,6799,1022188,23,607,2463,97672,630,100135,"10mill"
31,6,"petite","second",145,6442,15075,989770,6587,1004845,13,602,1357,98646,615,100003,"10mill"
31,7,"petite","second",74,6520,7765,997927,6594,1005692,7,601,709,99374,608,100083,"10mill"
31,8,"petite","second",50,6548,5218,999087,6598,1004305,4,609,425,99713,613,100138,"10mill"
31,9,"petite","second",20,6605,1906,1005516,6625,1007422,2,599,98,99910,601,100008,"10mill"
36,1,"petite","second",3765,4172,367039,631259,7937,998298,274,429,29283,70761,703,100044,"10mill"
36,2,"petite","second",2169,5199,213219,789840,7368,1003059,158,518,16896,83144,676,100040,"10mill"
