"sim_number","bootstrap_num","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
2,20,"petite","second",36944,41536,3617200,6382852,83072,12765704,2817,4263,298501,701647,8526,1403294,"10mill-boot"
2,21,"petite","second",36969,41628,3609710,6390291,83256,12780582,2792,4274,296091,703921,8548,1407842,"10mill-boot"
2,22,"petite","second",37222,41376,3643100,6356976,82752,12713952,2849,4287,300329,699873,8574,1399746,"10mill-boot"
2,23,"petite","second",37178,41482,3624471,6375605,82964,12751210,2836,4259,300571,699801,8518,1399602,"10mill-boot"
2,24,"petite","second",37168,41378,3629326,6370699,82756,12741398,2873,4190,306661,693383,8380,1386766,"10mill-boot"
2,25,"petite","second",37244,41627,3626376,6373744,83254,12747488,2870,4225,302184,698280,8450,1396560,"10mill-boot"
2,26,"petite","second",37404,41334,3654791,6345213,82668,12690426,2884,4222,304203,696041,8444,1392082,"10mill-boot"
2,27,"petite","second",37049,41549,3619623,6380533,83098,12761066,2791,4332,292159,707997,8664,1415994,"10mill-boot"
2,28,"petite","second",37015,41551,3618389,6381612,83102,12763224,2840,4246,300130,700103,8492,1400206,"10mill-boot"
2,29,"petite","second",36936,41483,3606563,6393473,82966,12786946,2776,4279,290499,709572,8558,1419144,"10mill-boot"
2,30,"petite","second",37088,41592,3619279,6380912,83184,12761824,2815,4288,295317,704990,8576,1409980,"10mill-boot"
38,1,"petite","second",37832,41521,3640694,6359314,83042,12718628,2895,4278,299106,700930,8556,1401860,"10mill-boot"
38,2,"petite","second",38136,41430,3675579,6324442,82860,12648884,2918,4319,300134,700173,8638,1400346,"10mill-boot"
38,3,"petite","second",37949,41399,3665089,6334989,82798,12669978,2861,4261,298977,701392,8522,1402784,"10mill-boot"
38,4,"petite","second",38017,41388,3667173,6332853,82776,12665706,3015,4145,312877,687170,8290,1374340,"10mill-boot"
38,5,"petite","second",38305,41450,3674070,6325937,82900,12651874,2904,4316,297211,702827,8632,1405654,"10mill-boot"
38,6,"petite","second",37990,41520,3656846,6343239,83040,12686478,2938,4231,301892,698284,8462,1396568,"10mill-boot"
38,7,"petite","second",37980,41483,3653537,6346484,82966,12692968,2828,4335,292689,707556,8670,1415112,"10mill-boot"
38,8,"petite","second",38124,41409,3670779,6329263,82818,12658526,2813,4322,291089,709152,8644,1418304,"10mill-boot"
38,9,"petite","second",38179,41387,3666454,6333621,82774,12667242,2851,4302,293824,706713,8604,1413426,"10mill-boot"
38,10,"petite","second",38226,41356,3680725,6319344,82712,12638688,2906,4277,303268,696805,8554,1393610,"10mill-boot"
38,11,"petite","second",38562,41162,3718644,6281385,82324,12562770,2917,4276,299031,701049,8552,1402098,"10mill-boot"
38,12,"petite","second",38303,41302,3687030,6313072,82604,12626144,2947,4218,304074,696006,8436,1392012,"10mill-boot"
38,13,"petite","second",38207,41281,3691083,6308917,82562,12617834,2930,4202,305213,695037,8404,1390074,"10mill-boot"
38,14,"petite","second",37983,41486,3656875,6343217,82972,12686434,2916,4231,303624,696612,8462,1393224,"10mill-boot"
38,15,"petite","second",38345,41141,3700098,6300068,82282,12600136,2910,4271,298935,701245,8542,1402490,"10mill-boot"
38,16,"petite","second",37992,41545,3659574,6340477,83090,12680954,2889,4248,296966,703165,8496,1406330,"10mill-boot"
38,17,"petite","second",38194,41363,3673730,6326415,82726,12652830,2992,4231,305984,694197,8462,1388394,"10mill-boot"
38,18,"petite","second",37984,41411,3674230,6325826,82822,12651652,2845,4264,294637,705723,8528,1411446,"10mill-boot"
38,19,"petite","second",38053,41322,3664147,6335853,82644,12671706,2856,4279,292412,707659,8558,1415318,"10mill-boot"
38,20,"petite","second",38141,41404,3665291,6334773,82808,12669546,2808,4307,291009,709008,8614,1418016,"10mill-boot"
38,21,"petite","second",38256,41262,3684182,6315887,82524,12631774,2873,4278,297277,703091,8556,1406182,"10mill-boot"
38,22,"petite","second",37961,41477,3656023,6344027,82954,12688054,2758,4350,286024,714076,8700,1428152,"10mill-boot"
38,23,"petite","second",38350,41286,3691587,6308430,82572,12616860,2932,4275,303500,696579,8550,1393158,"10mill-boot"
38,24,"petite","second",37919,41631,3652308,6347755,83262,12695510,2894,4291,301837,698242,8582,1396484,"10mill-boot"
38,25,"petite","second",38166,41304,3671984,6328079,82608,12656158,2924,4276,300382,699945,8552,1399890,"10mill-boot"
38,26,"petite","second",38182,41300,3671967,6328037,82600,12656074,2931,4230,305912,694195,8460,1388390,"10mill-boot"
38,27,"petite","second",38260,41416,3684078,6315970,82832,12631940,2953,4204,308946,691414,8408,1382828,"10mill-boot"
38,28,"petite","second",38062,41456,3653482,6346531,82912,12693062,2862,4319,296986,703137,8638,1406274,"10mill-boot"
38,29,"petite","second",38042,41306,3671238,6328901,82612,12657802,2854,4298,295903,704142,8596,1408284,"10mill-boot"
38,30,"petite","second",38182,41316,3678442,6321563,82632,12643126,2849,4284,296638,703598,8568,1407196,"10mill-boot"
5,1,"petite","second",37801,41388,3670774,6329337,82776,12658674,2925,4222,305910,694214,8444,1388428,"10mill-boot"
5,2,"petite","second",37642,41474,3660521,6339590,82948,12679180,2992,4234,312468,687578,8468,1375156,"10mill-boot"
5,3,"petite","second",37884,41501,3672409,6327630,83002,12655260,2871,4265,302814,697239,8530,1394478,"10mill-boot"
5,4,"petite","second",37796,41451,3671186,6328944,82902,12657888,2826,4305,297002,703131,8610,1406262,"10mill-boot"
5,5,"petite","second",37809,41438,3662530,6337592,82876,12675184,2806,4287,291248,708790,8574,1417580,"10mill-boot"
5,6,"petite","second",37872,41603,3671629,6328466,83206,12656932,2911,4257,302661,697594,8514,1395188,"10mill-boot"
5,7,"petite","second",38178,41453,3694035,6306198,82906,12612396,2838,4279,299298,700771,8558,1401542,"10mill-boot"
5,8,"petite","second",37776,41447,3672188,6327958,82894,12655916,2816,4292,295938,704290,8584,1408580,"10mill-boot"
5,9,"petite","second",37864,41469,3675439,6324575,82938,12649150,2870,4287,299753,700268,8574,1400536,"10mill-boot"
5,10,"petite","second",37943,41376,3682857,6317186,82752,12634372,2950,4245,306686,693417,8490,1386834,"10mill-boot"
5,11,"petite","second",38242,41336,3688231,6312013,82672,12624026,2875,4306,295460,704754,8612,1409508,"10mill-boot"
5,12,"petite","second",37885,41502,3662332,6337764,83004,12675528,2866,4270,297050,703097,8540,1406194,"10mill-boot"
5,13,"petite","second",37823,41518,3668686,6331370,83036,12662740,2872,4274,300541,699757,8548,1399514,"10mill-boot"
