"sim_number","transfer","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","carr_cap"
20,7,"petite","second",37,6607,3499,1003997,6644,1007496,2,627,212,99792,629,100004,"10mill"
16,1,"petite","second",3819,4119,372900,623449,7938,996349,287,421,31539,68476,708,100015,"10mill"
16,2,"petite","second",2257,5110,222065,781456,7367,1003521,166,503,17877,82316,669,100193,"10mill"
16,3,"petite","second",1214,5772,120394,884217,6986,1004611,109,544,11552,88656,653,100208,"10mill"
16,4,"petite","second",810,6188,80367,948082,6998,1028449,50,594,5208,94879,644,100087,"10mill"
16,5,"petite","second",372,6429,38095,971951,6801,1010046,25,609,2601,97418,634,100019,"10mill"
16,6,"petite","second",196,6599,18492,1001971,6795,1020463,7,603,721,99625,610,100346,"10mill"
16,7,"petite","second",53,6568,5505,993184,6621,998689,6,603,608,99508,609,100116,"10mill"
16,8,"petite","second",51,6574,4990,1005658,6625,1010648,2,612,212,99897,614,100109,"10mill"
29,1,"petite","second",3782,4179,368245,632759,7961,1001004,304,415,31084,69098,719,100182,"10mill"
29,2,"petite","second",2207,5183,221615,785222,7390,1006837,177,508,18801,81408,685,100209,"10mill"
29,3,"petite","second",1311,5881,130753,897466,7192,1028219,89,556,9582,90450,645,100032,"10mill"
29,4,"petite","second",654,6157,64239,930477,6811,994716,44,589,4444,95739,633,100183,"10mill"
29,5,"petite","second",276,6546,27138,991035,6822,1018173,16,605,1597,98645,621,100242,"10mill"
29,6,"petite","second",91,6527,9501,993340,6618,1002841,5,610,484,99568,615,100052,"10mill"
29,7,"petite","second",50,6563,4986,998428,6613,1003414,3,593,356,99663,596,100019,"10mill"
29,8,"petite","second",23,6579,2212,1007994,6602,1010206,1,619,59,100094,620,100153,"10mill"
11,1,"petite","second",3747,4206,364550,633128,7953,997678,254,446,27986,72111,700,100097,"10mill"
11,2,"petite","second",2068,5328,204528,815394,7396,1019922,141,514,14546,85526,655,100072,"10mill"
11,3,"petite","second",993,5976,100164,906175,6969,1006339,61,586,6828,93290,647,100118,"10mill"
11,4,"petite","second",443,6367,44378,968328,6810,1012706,34,604,3515,96520,638,100035,"10mill"
11,5,"petite","second",210,6572,19813,1004342,6782,1024155,12,617,1395,98754,629,100149,"10mill"
11,6,"petite","second",86,6524,9090,1000448,6610,1009538,2,613,144,99958,615,100102,"10mill"
