"sim_number","generation","diameter","variation","diff_mean"
16,7,14,10,0
16,8,15,10,0
16,9,15,10,0
16,10,15,10,0
16,11,14,10,0
16,12,13,10,0
16,13,13,10,0
16,14,16,10,0
16,15,15,10,0
16,16,14,10,0
16,17,14,10,0
16,18,14,10,0
16,19,15,10,0
16,20,14,10,0
16,21,14,10,0
16,22,13,10,0
16,23,15,10,0
16,24,15,10,0
16,25,15,10,0
16,26,14,10,0
16,27,14,10,0
16,28,14,10,0
16,29,16,10,0
16,30,14,10,0
16,31,15,10,0
16,32,15,10,0
16,33,15,10,0
16,34,15,10,0
16,35,15,10,0
16,36,15,10,0
16,37,14,10,0
16,38,13,10,0
16,39,14,10,0
16,40,15,10,0
16,41,15,10,0
16,42,15,10,0
16,43,15,10,0
16,44,14,10,0
16,45,15,10,0
16,46,16,10,0
16,47,15,10,0
16,48,14,10,0
16,49,16,10,0
16,50,16,10,0
16,51,15,10,0
17,0,16,10,0
17,1,15,10,0
17,2,15,10,0
17,3,15,10,0
17,4,14,10,0
17,5,14,10,0
17,6,13,10,0
17,7,14,10,0
17,8,15,10,0
17,9,15,10,0
17,10,16,10,0
17,11,15,10,0
17,12,15,10,0
17,13,14,10,0
17,14,15,10,0
17,15,14,10,0
17,16,15,10,0
17,17,14,10,0
17,18,14,10,0
17,19,14,10,0
17,20,14,10,0
17,21,14,10,0
17,22,15,10,0
17,23,13,10,0
17,24,13,10,0
17,25,13,10,0
17,26,13,10,0
17,27,13,10,0
17,28,14,10,0
17,29,15,10,0
17,30,16,10,0
17,31,15,10,0
17,32,15,10,0
17,33,14,10,0
17,34,15,10,0
17,35,14,10,0
17,36,13,10,0
17,37,14,10,0
17,38,15,10,0
17,39,14,10,0
17,40,15,10,0
17,41,13,10,0
17,42,14,10,0
17,43,14,10,0
17,44,15,10,0
17,45,15,10,0
17,46,15,10,0
17,47,14,10,0
17,48,13,10,0
17,49,15,10,0
17,50,15,10,0
17,51,16,10,0
18,0,15,10,0
18,1,14,10,0
18,2,16,10,0
18,3,15,10,0
18,4,14,10,0
18,5,15,10,0
18,6,15,10,0
18,7,14,10,0
18,8,15,10,0
18,9,15,10,0
18,10,15,10,0
18,11,16,10,0
18,12,15,10,0
18,13,15,10,0
18,14,15,10,0
18,15,15,10,0
18,16,14,10,0
18,17,13,10,0
18,18,16,10,0
18,19,15,10,0
18,20,15,10,0
18,21,15,10,0
18,22,15,10,0
18,23,15,10,0
18,24,15,10,0
18,25,15,10,0
18,26,15,10,0
18,27,14,10,0
18,28,14,10,0
18,29,16,10,0
18,30,16,10,0
18,31,15,10,0
18,32,13,10,0
18,33,13,10,0
18,34,15,10,0
18,35,14,10,0
18,36,13,10,0
18,37,14,10,0
18,38,14,10,0
18,39,14,10,0
18,40,14,10,0
18,41,15,10,0
18,42,15,10,0
18,43,14,10,0
18,44,15,10,0
18,45,15,10,0
18,46,14,10,0
18,47,14,10,0
18,48,15,10,0
18,49,15,10,0
18,50,15,10,0
18,51,14,10,0
19,0,13,10,0
19,1,14,10,0
19,2,16,10,0
19,3,16,10,0
19,4,14,10,0
19,5,16,10,0
19,6,14,10,0
19,7,15,10,0
19,8,16,10,0
19,9,15,10,0
19,10,15,10,0
19,11,15,10,0
19,12,14,10,0
19,13,14,10,0
19,14,14,10,0
19,15,15,10,0
19,16,15,10,0
19,17,13,10,0
19,18,13,10,0
19,19,13,10,0
19,20,15,10,0
19,21,15,10,0
19,22,14,10,0
19,23,14,10,0
19,24,13,10,0
19,25,13,10,0
19,26,16,10,0
19,27,14,10,0
19,28,16,10,0
19,29,15,10,0
19,30,16,10,0
19,31,15,10,0
19,32,15,10,0
19,33,15,10,0
19,34,15,10,0
19,35,13,10,0
19,36,13,10,0
19,37,14,10,0
19,38,13,10,0
19,39,15,10,0
19,40,13,10,0
19,41,16,10,0
19,42,15,10,0
19,43,13,10,0
19,44,14,10,0
19,45,15,10,0
19,46,15,10,0
19,47,14,10,0
19,48,13,10,0
19,49,12,10,0
19,50,13,10,0
19,51,13,10,0
20,0,15,10,0
20,1,15,10,0
20,2,14,10,0
20,3,14,10,0
20,4,15,10,0
20,5,15,10,0
20,6,15,10,0
20,7,14,10,0
20,8,15,10,0
20,9,15,10,0
20,10,15,10,0
20,11,14,10,0
20,12,15,10,0
20,13,13,10,0
20,14,13,10,0
20,15,13,10,0
20,16,14,10,0
20,17,15,10,0
20,18,14,10,0
20,19,15,10,0
20,20,14,10,0
20,21,15,10,0
20,22,13,10,0
20,23,13,10,0
20,24,14,10,0
20,25,13,10,0
20,26,13,10,0
20,27,15,10,0
20,28,15,10,0
20,29,15,10,0
20,30,14,10,0
20,31,15,10,0
20,32,15,10,0
20,33,14,10,0
20,34,14,10,0
20,35,15,10,0
20,36,15,10,0
20,37,14,10,0
20,38,14,10,0
20,39,14,10,0
20,40,14,10,0
20,41,13,10,0
20,42,13,10,0
20,43,13,10,0
20,44,14,10,0
20,45,14,10,0
20,46,13,10,0
20,47,13,10,0
20,48,15,10,0
20,49,13,10,0
20,50,14,10,0
20,51,15,10,0
21,0,15,10,0
21,1,15,10,0
21,2,15,10,0
21,3,15,10,0
21,4,15,10,0
21,5,15,10,0
21,6,17,10,0
21,7,16,10,0
21,8,15,10,0
21,9,12,10,0
21,10,14,10,0
21,11,13,10,0
21,12,14,10,0
21,13,13,10,0
21,14,15,10,0
21,15,13,10,0
21,16,15,10,0
21,17,15,10,0
21,18,15,10,0
21,19,13,10,0
21,20,13,10,0
21,21,14,10,0
21,22,12,10,0
21,23,15,10,0
21,24,14,10,0
21,25,15,10,0
21,26,14,10,0
21,27,15,10,0
21,28,15,10,0
21,29,14,10,0
21,30,15,10,0
21,31,15,10,0
21,32,13,10,0
21,33,14,10,0
21,34,14,10,0
21,35,14,10,0
21,36,14,10,0
21,37,14,10,0
21,38,16,10,0
21,39,15,10,0
21,40,14,10,0
21,41,14,10,0
21,42,14,10,0
21,43,13,10,0
21,44,15,10,0
21,45,15,10,0
21,46,13,10,0
21,47,13,10,0
21,48,14,10,0
21,49,14,10,0
21,50,13,10,0
21,51,13,10,0
22,0,15,10,0
22,1,15,10,0
22,2,14,10,0
22,3,12,10,0
22,4,12,10,0
22,5,14,10,0
22,6,15,10,0
22,7,15,10,0
22,8,13,10,0
22,9,13,10,0
22,10,13,10,0
22,11,13,10,0
22,12,13,10,0
22,13,15,10,0
22,14,15,10,0
22,15,16,10,0
22,16,15,10,0
22,17,15,10,0
22,18,14,10,0
22,19,15,10,0
22,20,14,10,0
22,21,13,10,0
22,22,15,10,0
22,23,15,10,0
22,24,14,10,0
22,25,16,10,0
22,26,15,10,0
22,27,15,10,0
22,28,14,10,0
22,29,14,10,0
22,30,15,10,0
22,31,15,10,0
22,32,15,10,0
22,33,14,10,0
22,34,14,10,0
22,35,14,10,0
22,36,13,10,0
22,37,15,10,0
22,38,15,10,0
22,39,15,10,0
22,40,15,10,0
22,41,13,10,0
22,42,14,10,0
22,43,14,10,0
22,44,14,10,0
22,45,14,10,0
22,46,15,10,0
22,47,15,10,0
22,48,14,10,0
22,49,14,10,0
22,50,13,10,0
22,51,14,10,0
23,0,13,10,0
23,1,13,10,0
23,2,14,10,0
23,3,14,10,0
23,4,13,10,0
23,5,13,10,0
23,6,13,10,0
23,7,13,10,0
23,8,13,10,0
23,9,14,10,0
23,10,15,10,0
23,11,15,10,0
23,12,14,10,0
23,13,15,10,0
23,14,16,10,0
23,15,14,10,0
23,16,14,10,0
23,17,13,10,0
23,18,14,10,0
23,19,13,10,0
23,20,14,10,0
23,21,15,10,0
23,22,15,10,0
23,23,14,10,0
23,24,13,10,0
23,25,15,10,0
23,26,14,10,0
23,27,13,10,0
23,28,14,10,0
23,29,13,10,0
23,30,13,10,0
23,31,14,10,0
23,32,15,10,0
23,33,14,10,0
23,34,15,10,0
23,35,15,10,0
23,36,16,10,0
23,37,15,10,0
23,38,15,10,0
23,39,17,10,0
23,40,16,10,0
23,41,14,10,0
23,42,14,10,0
23,43,14,10,0
23,44,15,10,0
23,45,14,10,0
23,46,13,10,0
23,47,15,10,0
23,48,16,10,0
23,49,14,10,0
23,50,13,10,0
23,51,14,10,0
24,0,15,10,0
24,1,15,10,0
24,2,15,10,0
24,3,13,10,0
24,4,15,10,0
24,5,13,10,0
24,6,15,10,0
24,7,15,10,0
24,8,13,10,0
24,9,14,10,0
24,10,14,10,0
24,11,14,10,0
24,12,15,10,0
24,13,15,10,0
24,14,15,10,0
24,15,14,10,0
24,16,15,10,0
24,17,13,10,0
24,18,14,10,0
24,19,15,10,0
24,20,14,10,0
24,21,14,10,0
24,22,14,10,0
24,23,14,10,0
24,24,14,10,0
24,25,15,10,0
24,26,14,10,0
24,27,14,10,0
24,28,14,10,0
24,29,14,10,0
24,30,14,10,0
24,31,13,10,0
24,32,14,10,0
24,33,15,10,0
24,34,15,10,0
24,35,16,10,0
24,36,15,10,0
24,37,15,10,0
24,38,13,10,0
24,39,15,10,0
24,40,15,10,0
24,41,17,10,0
24,42,15,10,0
24,43,14,10,0
24,44,15,10,0
24,45,15,10,0
24,46,15,10,0
24,47,15,10,0
24,48,15,10,0
24,49,14,10,0
24,50,13,10,0
24,51,14,10,0
25,0,13,10,0
25,1,14,10,0
25,2,14,10,0
25,3,14,10,0
25,4,13,10,0
25,5,14,10,0
25,6,15,10,0
25,7,15,10,0
25,8,14,10,0
25,9,13,10,0
25,10,15,10,0
25,11,15,10,0
25,12,15,10,0
25,13,14,10,0
25,14,15,10,0
25,15,16,10,0
25,16,16,10,0
25,17,16,10,0
25,18,15,10,0
25,19,15,10,0
25,20,14,10,0
25,21,14,10,0
25,22,16,10,0
25,23,14,10,0
25,24,15,10,0
25,25,14,10,0
25,26,13,10,0
25,27,14,10,0
25,28,14,10,0
25,29,14,10,0
25,30,15,10,0
25,31,14,10,0
25,32,15,10,0
25,33,14,10,0
25,34,15,10,0
25,35,15,10,0
25,36,15,10,0
25,37,15,10,0
25,38,15,10,0
25,39,15,10,0
25,40,15,10,0
25,41,15,10,0
25,42,15,10,0
25,43,14,10,0
25,44,13,10,0
25,45,14,10,0
25,46,15,10,0
25,47,15,10,0
25,48,16,10,0
25,49,14,10,0
25,50,15,10,0
25,51,14,10,0
26,0,15,10,0
26,1,16,10,0
26,2,14,10,0
26,3,15,10,0
26,4,16,10,0
26,5,15,10,0
26,6,14,10,0
26,7,13,10,0
26,8,13,10,0
26,9,13,10,0
26,10,15,10,0
26,11,13,10,0
26,12,14,10,0
26,13,14,10,0
26,14,14,10,0
26,15,15,10,0
26,16,14,10,0
26,17,15,10,0
26,18,14,10,0
26,19,14,10,0
26,20,13,10,0
26,21,15,10,0
26,22,15,10,0
26,23,16,10,0
26,24,15,10,0
26,25,15,10,0
26,26,15,10,0
26,27,14,10,0
26,28,13,10,0
26,29,13,10,0
26,30,15,10,0
26,31,14,10,0
26,32,14,10,0
26,33,15,10,0
26,34,15,10,0
26,35,15,10,0
26,36,15,10,0
26,37,15,10,0
26,38,14,10,0
26,39,14,10,0
26,40,14,10,0
26,41,16,10,0
26,42,16,10,0
26,43,15,10,0
26,44,14,10,0
26,45,13,10,0
26,46,14,10,0
26,47,13,10,0
26,48,14,10,0
26,49,14,10,0
26,50,14,10,0
26,51,15,10,0
27,0,14,10,0
27,1,14,10,0
27,2,15,10,0
27,3,14,10,0
27,4,15,10,0
27,5,15,10,0
27,6,15,10,0
27,7,15,10,0
27,8,15,10,0
27,9,14,10,0
27,10,14,10,0
27,11,15,10,0
27,12,14,10,0
27,13,15,10,0
27,14,15,10,0
27,15,16,10,0
27,16,14,10,0
27,17,13,10,0
27,18,14,10,0
27,19,15,10,0
27,20,14,10,0
27,21,15,10,0
27,22,13,10,0
27,23,13,10,0
27,24,14,10,0
27,25,14,10,0
27,26,14,10,0
27,27,14,10,0
27,28,15,10,0
27,29,15,10,0
27,30,14,10,0
27,31,13,10,0
27,32,15,10,0
27,33,15,10,0
27,34,15,10,0
27,35,15,10,0
27,36,14,10,0
27,37,15,10,0
27,38,14,10,0
27,39,13,10,0
27,40,14,10,0
27,41,13,10,0
27,42,16,10,0
27,43,15,10,0
27,44,16,10,0
27,45,14,10,0
27,46,15,10,0
27,47,14,10,0
27,48,16,10,0
27,49,17,10,0
27,50,15,10,0
27,51,17,10,0
28,0,15,10,0
28,1,13,10,0
28,2,15,10,0
28,3,13,10,0
28,4,15,10,0
28,5,13,10,0
28,6,13,10,0
28,7,14,10,0
28,8,14,10,0
28,9,14,10,0
28,10,15,10,0
28,11,14,10,0
28,12,14,10,0
28,13,15,10,0
28,14,16,10,0
28,15,16,10,0
28,16,15,10,0
28,17,14,10,0
28,18,15,10,0
28,19,16,10,0
28,20,14,10,0
28,21,15,10,0
28,22,14,10,0
28,23,13,10,0
28,24,15,10,0
28,25,15,10,0
28,26,13,10,0
28,27,14,10,0
28,28,15,10,0
28,29,14,10,0
28,30,14,10,0
28,31,16,10,0
28,32,16,10,0
28,33,14,10,0
28,34,15,10,0
28,35,15,10,0
28,36,15,10,0
28,37,15,10,0
28,38,14,10,0
28,39,14,10,0
28,40,13,10,0
28,41,14,10,0
28,42,13,10,0
28,43,13,10,0
28,44,13,10,0
28,45,13,10,0
28,46,14,10,0
28,47,14,10,0
28,48,15,10,0
28,49,16,10,0
28,50,16,10,0
28,51,15,10,0
29,0,15,10,0
29,1,15,10,0
29,2,14,10,0
29,3,14,10,0
29,4,16,10,0
29,5,17,10,0
29,6,15,10,0
29,7,16,10,0
29,8,15,10,0
29,9,15,10,0
29,10,14,10,0
29,11,14,10,0
29,12,15,10,0
29,13,15,10,0
29,14,14,10,0
29,15,15,10,0
29,16,15,10,0
29,17,15,10,0
29,18,14,10,0
29,19,15,10,0
29,20,14,10,0
29,21,15,10,0
29,22,14,10,0
29,23,15,10,0
29,24,15,10,0
29,25,15,10,0
29,26,15,10,0
29,27,14,10,0
29,28,15,10,0
29,29,16,10,0
29,30,14,10,0
29,31,15,10,0
29,32,13,10,0
29,33,14,10,0
29,34,15,10,0
29,35,15,10,0
29,36,14,10,0
29,37,14,10,0
29,38,14,10,0
29,39,13,10,0
29,40,14,10,0
29,41,15,10,0
29,42,13,10,0
29,43,14,10,0
29,44,15,10,0
29,45,14,10,0
29,46,14,10,0
29,47,14,10,0
29,48,14,10,0
29,49,14,10,0
29,50,14,10,0
29,51,14,10,0
30,0,15,10,0
30,1,16,10,0
30,2,14,10,0
30,3,15,10,0
30,4,13,10,0
30,5,13,10,0
30,6,13,10,0
30,7,16,10,0
30,8,14,10,0
30,9,14,10,0
30,10,15,10,0
30,11,15,10,0
30,12,15,10,0
30,13,14,10,0
30,14,13,10,0
30,15,15,10,0
30,16,15,10,0
30,17,15,10,0
30,18,14,10,0
30,19,14,10,0
30,20,13,10,0
30,21,14,10,0
30,22,14,10,0
30,23,13,10,0
30,24,15,10,0
30,25,15,10,0
30,26,15,10,0
30,27,15,10,0
30,28,13,10,0
30,29,15,10,0
30,30,13,10,0
30,31,14,10,0
30,32,14,10,0
30,33,14,10,0
30,34,14,10,0
30,35,15,10,0
30,36,14,10,0
30,37,14,10,0
30,38,14,10,0
30,39,14,10,0
30,40,15,10,0
30,41,15,10,0
30,42,15,10,0
30,43,15,10,0
30,44,15,10,0
30,45,15,10,0
30,46,16,10,0
30,47,16,10,0
30,48,15,10,0
30,49,15,10,0
30,50,15,10,0
30,51,15,10,0
1,0,11,10,20
1,1,11,10,20
1,2,11,10,20
1,3,11,10,20
1,4,10,10,20
1,5,11,10,20
1,6,10,10,20
1,7,11,10,20
1,8,12,10,20
1,9,10,10,20
1,10,11,10,20
1,11,12,10,20
1,12,11,10,20
1,13,11,10,20
1,14,11,10,20
1,15,9,10,20
1,16,11,10,20
1,17,11,10,20
1,18,12,10,20
1,19,12,10,20
1,20,11,10,20
1,21,11,10,20
1,22,13,10,20
1,23,11,10,20
1,24,12,10,20
1,25,12,10,20
1,26,11,10,20
1,27,11,10,20
1,28,11,10,20
1,29,12,10,20
1,30,12,10,20
1,31,11,10,20
1,32,11,10,20
1,33,11,10,20
1,34,11,10,20
1,35,11,10,20
1,36,12,10,20
1,37,13,10,20
1,38,11,10,20
1,39,12,10,20
1,40,13,10,20
1,41,11,10,20
1,42,10,10,20
1,43,11,10,20
1,44,11,10,20
1,45,12,10,20
1,46,11,10,20
1,47,12,10,20
1,48,12,10,20
1,49,11,10,20
1,50,13,10,20
1,51,12,10,20
2,0,12,10,20
2,1,12,10,20
2,2,11,10,20
2,3,11,10,20
2,4,11,10,20
2,5,12,10,20
2,6,11,10,20
2,7,10,10,20
2,8,11,10,20
2,9,11,10,20
2,10,10,10,20
2,11,11,10,20
2,12,11,10,20
2,13,9,10,20
2,14,10,10,20
2,15,11,10,20
2,16,12,10,20
2,17,11,10,20
2,18,10,10,20
2,19,11,10,20
2,20,11,10,20
2,21,11,10,20
2,22,11,10,20
2,23,11,10,20
2,24,10,10,20
2,25,11,10,20
2,26,12,10,20
2,27,12,10,20
2,28,12,10,20
2,29,12,10,20
2,30,11,10,20
2,31,12,10,20
2,32,13,10,20
2,33,11,10,20
2,34,12,10,20
2,35,12,10,20
2,36,11,10,20
2,37,10,10,20
2,38,12,10,20
2,39,11,10,20
2,40,10,10,20
2,41,10,10,20
2,42,11,10,20
2,43,12,10,20
2,44,11,10,20
2,45,11,10,20
2,46,12,10,20
2,47,12,10,20
2,48,12,10,20
2,49,11,10,20
2,50,12,10,20
2,51,11,10,20
3,0,11,10,20
3,1,11,10,20
3,2,11,10,20
3,3,11,10,20
3,4,11,10,20
3,5,12,10,20
3,6,11,10,20
3,7,11,10,20
3,8,13,10,20
3,9,12,10,20
3,10,13,10,20
3,11,13,10,20
3,12,13,10,20
3,13,12,10,20
3,14,10,10,20
3,15,13,10,20
3,16,11,10,20
3,17,11,10,20
3,18,13,10,20
3,19,11,10,20
3,20,11,10,20
3,21,12,10,20
3,22,11,10,20
3,23,12,10,20
3,24,11,10,20
3,25,11,10,20
3,26,11,10,20
3,27,11,10,20
3,28,12,10,20
3,29,11,10,20
3,30,12,10,20
3,31,11,10,20
3,32,11,10,20
3,33,11,10,20
3,34,11,10,20
3,35,11,10,20
3,36,11,10,20
3,37,13,10,20
3,38,11,10,20
3,39,11,10,20
3,40,12,10,20
3,41,14,10,20
3,42,13,10,20
3,43,11,10,20
3,44,11,10,20
3,45,12,10,20
3,46,11,10,20
3,47,12,10,20
3,48,12,10,20
3,49,12,10,20
3,50,13,10,20
3,51,13,10,20
4,0,11,10,20
4,1,12,10,20
4,2,12,10,20
4,3,11,10,20
4,4,11,10,20
4,5,14,10,20
4,6,11,10,20
4,7,12,10,20
4,8,12,10,20
4,9,11,10,20
4,10,12,10,20
4,11,11,10,20
4,12,11,10,20
4,13,11,10,20
4,14,12,10,20
4,15,12,10,20
4,16,11,10,20
4,17,12,10,20
4,18,12,10,20
4,19,11,10,20
4,20,12,10,20
4,21,11,10,20
4,22,12,10,20
4,23,12,10,20
4,24,11,10,20
4,25,11,10,20
4,26,11,10,20
4,27,11,10,20
4,28,10,10,20
4,29,10,10,20
4,30,11,10,20
4,31,13,10,20
4,32,13,10,20
4,33,11,10,20
4,34,11,10,20
4,35,12,10,20
4,36,11,10,20
4,37,12,10,20
4,38,11,10,20
4,39,11,10,20
4,40,12,10,20
4,41,11,10,20
4,42,11,10,20
4,43,12,10,20
4,44,12,10,20
4,45,12,10,20
4,46,12,10,20
4,47,11,10,20
4,48,12,10,20
4,49,11,10,20
4,50,10,10,20
4,51,11,10,20
5,0,11,10,20
5,1,12,10,20
